neighbourhood_group_cleansed,neighbourhood_cleansed,property_type,room_type,bedrooms,bathrooms,guests_included,price,lnprice
Manhattan,Midtown,Apartment,Entire home/apt,0,1,1,225,5.41610040220442
Brooklyn,Clinton Hill,Guest suite,Entire home/apt,1,1,1,89,4.48863636973214
Manhattan,Murray Hill,Apartment,Entire home/apt,1,1,2,200,5.298317366548036
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Upper West Side,Apartment,Private room,1,1,1,79,4.3694478524670215
Manhattan,Chinatown,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,99,4.59511985013459
Manhattan,West Village,Apartment,Entire home/apt,1,1,2,160,5.075173815233827
Brooklyn,South Slope,Townhouse,Private room,1,1.5,1,89,4.48863636973214
Manhattan,Upper West Side,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Manhattan,East Harlem,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Fort Greene,Apartment,Entire home/apt,1,1,1,144,4.969813299576001
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,1,50,3.912023005428146
Brooklyn,Park Slope,House,Private room,4,2.5,1,32,3.4657359027997265
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,1,1,4,120,4.787491742782046
Manhattan,Inwood,Apartment,Private room,1,1,1,80,4.382026634673881
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Manhattan,Harlem,Apartment,Private room,1,1,1,50,3.912023005428146
Manhattan,Harlem,Apartment,Private room,1,1,1,52,3.9512437185814275
Manhattan,Harlem,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,South Slope,Townhouse,Private room,1,1,1,89,4.48863636973214
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,2,85,4.442651256490317
Brooklyn,Flatbush,House,Private room,1,1,1,150,5.0106352940962555
Manhattan,Lower East Side,Apartment,Shared room,1,1.5,1,40,3.6888794541139363
Manhattan,East Village,Apartment,Private room,1,1,1,59,4.07753744390572
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,Prospect-Lefferts Gardens,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Queens,Long Island City,Townhouse,Private room,1,1,2,130,4.867534450455582
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,110,4.700480365792417
Brooklyn,Bedford-Stuyvesant,Townhouse,Entire home/apt,2,1,4,120,4.787491742782046
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,80,4.382026634673881
Brooklyn,Bedford-Stuyvesant,Townhouse,Private room,1,1,4,80,4.382026634673881
Brooklyn,Williamsburg,Loft,Entire home/apt,2,1,2,228,5.429345628954441
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,2,149,5.003946305945459
Manhattan,Kips Bay,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Lower East Side,Apartment,Private room,1,1,1,110,4.700480365792417
Manhattan,Hell's Kitchen,Apartment,Private room,1,0.5,1,69,4.23410650459726
Manhattan,Nolita,Condominium,Entire home/apt,1,1,2,180,5.19295685089021
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Chelsea,Apartment,Entire home/apt,2,2,1,400,5.991464547107982
Manhattan,Upper East Side,Apartment,Entire home/apt,2,1,6,200,5.298317366548036
Brooklyn,Red Hook,House,Private room,1,1,1,89,4.48863636973214
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Brooklyn,Prospect Heights,Condominium,Entire home/apt,4,2,2,200,5.298317366548036
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,45,3.8066624897703196
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Park Slope,Condominium,Entire home/apt,2,2,1,225,5.41610040220442
Manhattan,East Village,Condominium,Private room,1,1,1,80,4.382026634673881
Brooklyn,Williamsburg,Loft,Entire home/apt,1,1,1,320,5.768320995793772
Manhattan,East Village,Apartment,Private room,1,1,1,99,4.59511985013459
Manhattan,East Harlem,Loft,Entire home/apt,4,2,4,225,5.41610040220442
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Washington Heights,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,105,4.653960350157523
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Queens,Woodside,Condominium,Private room,1,1,1,90,4.499809670330265
Brooklyn,Fort Greene,Apartment,Private room,1,1.5,2,95,4.553876891600541
Manhattan,Chelsea,Loft,Private room,1,1.5,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Entire home/apt,2,1,2,110,4.700480365792417
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,2,285,5.652489180268651
Brooklyn,Flatbush,Apartment,Entire home/apt,1,2,3,130,4.867534450455582
Manhattan,East Village,Apartment,Private room,1,1,1,50,3.912023005428146
Brooklyn,Prospect Heights,House,Private room,1,1.5,1,85,4.442651256490317
Brooklyn,Prospect Heights,Townhouse,Entire home/apt,1,1,1,135,4.90527477843843
Brooklyn,Clinton Hill,Townhouse,Private room,1,1,1,98,4.584967478670572
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,2,105,4.653960350157523
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Manhattan,Harlem,Apartment,Private room,1,1,1,89,4.48863636973214
Manhattan,Chelsea,Apartment,Private room,1,1,1,85,4.442651256490317
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,1,125,4.8283137373023015
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,1,175,5.1647859739235145
Manhattan,Harlem,Townhouse,Entire home/apt,2,2,16,200,5.298317366548036
Manhattan,West Village,House,Entire home/apt,3,2,5,500,6.214608098422191
Brooklyn,Williamsburg,Condominium,Private room,1,2,1,101,4.61512051684126
Brooklyn,Park Slope,Apartment,Entire home/apt,4,3,9,220,5.393627546352362
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,80,4.382026634673881
Manhattan,Harlem,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Clinton Hill,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Gowanus,Townhouse,Entire home/apt,3,2,5,200,5.298317366548036
Manhattan,Hell's Kitchen,Apartment,Private room,1,0.5,1,59,4.07753744390572
Brooklyn,Clinton Hill,Townhouse,Private room,1,1,1,125,4.8283137373023015
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,140,4.941642422609304
Brooklyn,South Slope,Apartment,Entire home/apt,1,1,2,120,4.787491742782046
Manhattan,East Village,Apartment,Entire home/apt,2,2,2,350,5.857933154483459
Brooklyn,Williamsburg,House,Entire home/apt,3,1.5,6,325,5.783825182329737
Manhattan,Upper West Side,Apartment,Entire home/apt,2,1.5,3,235,5.459585514144159
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,225,5.41610040220442
Brooklyn,South Slope,Townhouse,Private room,1,2,1,99,4.59511985013459
Manhattan,Harlem,Apartment,Entire home/apt,1,1,4,170,5.135798437050262
Brooklyn,South Slope,Apartment,Entire home/apt,2,1.5,1,400,5.991464547107982
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,110,4.700480365792417
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,89,4.48863636973214
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,185,5.220355825078324
Brooklyn,Greenpoint,Loft,Private room,1,2,1,50,3.912023005428146
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,130,4.867534450455582
Manhattan,West Village,Apartment,Entire home/apt,0,1,1,115,4.74493212836325
Brooklyn,Flatlands,House,Private room,3,1,2,77,4.343805421853684
Brooklyn,Clinton Hill,Apartment,Private room,1,1,1,76,4.330733340286331
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,2,125,4.8283137373023015
Brooklyn,Clinton Hill,Condominium,Private room,1,1.5,2,135,4.90527477843843
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1.5,2,199,5.293304824724492
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,160,5.075173815233827
Brooklyn,Cobble Hill,Apartment,Entire home/apt,2,1,2,140,4.941642422609304
Queens,Flushing,House,Private room,1,1,1,140,4.941642422609304
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,195,5.272999558563747
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,109,4.6913478822291435
Manhattan,West Village,Apartment,Private room,1,1,2,156,5.049856007249537
Brooklyn,Williamsburg,Loft,Private room,1,1,1,125,4.8283137373023015
Brooklyn,Prospect Heights,Apartment,Entire home/apt,2,1,4,115,4.74493212836325
Manhattan,East Harlem,Apartment,Private room,1,1,1,59,4.07753744390572
Manhattan,West Village,Condominium,Entire home/apt,1,1,2,200,5.298317366548036
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Manhattan,Chelsea,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Manhattan,East Village,Apartment,Entire home/apt,2,1,4,162,5.087596335232384
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,219,5.389071729816501
Brooklyn,Boerum Hill,House,Entire home/apt,5,2.5,4,475,6.163314804034641
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,99,4.59511985013459
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,69,4.23410650459726
Manhattan,Upper West Side,Apartment,Private room,1,1,1,150,5.0106352940962555
Queens,Sunnyside,Apartment,Private room,1,1,1,79,4.3694478524670215
Brooklyn,Bedford-Stuyvesant,Townhouse,Entire home/apt,1,1,2,135,4.90527477843843
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,80,4.382026634673881
Brooklyn,Clinton Hill,House,Private room,1,1,1,70,4.248495242049359
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,1,165,5.10594547390058
Staten Island,St. George,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,Tribeca,Apartment,Entire home/apt,1,1,4,275,5.616771097666572
Bronx,Highbridge,House,Private room,1,1,1,38,3.6375861597263857
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,2,150,5.0106352940962555
Manhattan,East Village,Apartment,Private room,1,1,2,125,4.8283137373023015
Brooklyn,Fort Greene,House,Private room,1,1,1,110,4.700480365792417
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,120,4.787491742782046
Manhattan,NoHo,Loft,Entire home/apt,3,2,4,385,5.953243334287785
Manhattan,Harlem,Condominium,Entire home/apt,2,1,2,165,5.10594547390058
Brooklyn,Williamsburg,Apartment,Entire home/apt,0,1,1,132,4.882801922586371
Manhattan,West Village,Apartment,Entire home/apt,1,1,1,150,5.0106352940962555
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,100,4.605170185988092
Brooklyn,Fort Greene,Apartment,Private room,1,1.5,1,65,4.174387269895637
Queens,Ridgewood,Townhouse,Entire home/apt,5,2.5,9,350,5.857933154483459
Brooklyn,Williamsburg,Condominium,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,Prospect Heights,House,Private room,1,1,1,120,4.787491742782046
Manhattan,Upper East Side,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,1,215,5.3706380281276624
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,1,1,2,175,5.1647859739235145
Manhattan,Chelsea,Apartment,Entire home/apt,0,1,1,125,4.8283137373023015
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,299,5.700443573390687
Brooklyn,South Slope,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Manhattan,Upper East Side,Apartment,Private room,1,1,1,130,4.867534450455582
Queens,Jamaica,House,Private room,1,1,1,55,4.007333185232471
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,1,195,5.272999558563747
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,80,4.382026634673881
Queens,Ridgewood,Apartment,Private room,2,1,3,160,5.075173815233827
Queens,Middle Village,Townhouse,Entire home/apt,4,2,7,265,5.579729825986222
Brooklyn,Williamsburg,Apartment,Entire home/apt,2,1,1,249,5.517452896464707
Manhattan,Hell's Kitchen,Apartment,Shared room,1,1,1,105,4.653960350157523
Manhattan,Harlem,Apartment,Private room,1,1,2,200,5.298317366548036
Brooklyn,Prospect Heights,Townhouse,Private room,1,1.5,1,100,4.605170185988092
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,160,5.075173815233827
Bronx,Highbridge,House,Private room,1,1.5,1,42,3.7376696182833684
Queens,Jamaica,House,Private room,1,1,1,55,4.007333185232471
Manhattan,East Harlem,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,71,4.2626798770413155
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,69,4.23410650459726
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Harlem,Apartment,Private room,1,1,2,75,4.31748811353631
Queens,Ditmars Steinway,Apartment,Entire home/apt,1,1,2,140,4.941642422609304
Brooklyn,Cobble Hill,Apartment,Entire home/apt,1,1,2,159,5.0689042022202315
Manhattan,East Village,Loft,Entire home/apt,1,1,1,189,5.241747015059643
Manhattan,Hell's Kitchen,Apartment,Entire home/apt,1,1,2,250,5.521460917862246
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,239,5.476463551931511
Manhattan,Flatiron District,Loft,Entire home/apt,1,1,2,308,5.730099782973574
Manhattan,Harlem,Apartment,Entire home/apt,1,1,2,155,5.043425116919247
Manhattan,Upper West Side,Condominium,Private room,1,1,2,70,4.248495242049359
Manhattan,Harlem,Apartment,Private room,1,1.5,2,60,4.0943445622221
Brooklyn,Windsor Terrace,Townhouse,Private room,2,1,2,139,4.9344739331306915
Manhattan,Roosevelt Island,Apartment,Private room,1,0,1,120,4.787491742782046
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Queens,Ridgewood,Apartment,Entire home/apt,3,1,3,145,4.976733742420574
Manhattan,Chinatown,Apartment,Entire home/apt,2,1,1,300,5.703782474656201
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,250,5.521460917862246
Manhattan,SoHo,Loft,Entire home/apt,3,1,6,500,6.214608098422191
Manhattan,Harlem,House,Private room,0,1,2,150,5.0106352940962555
Manhattan,Greenwich Village,Apartment,Entire home/apt,1,1,2,225,5.41610040220442
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,2,125,4.8283137373023015
Manhattan,Harlem,Apartment,Private room,1,1,2,110,4.700480365792417
Manhattan,Harlem,Apartment,Private room,1,1,2,175,5.1647859739235145
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Manhattan,Upper West Side,Apartment,Entire home/apt,3,1,2,195,5.272999558563747
Manhattan,East Harlem,Apartment,Entire home/apt,2,1,2,140,4.941642422609304
Manhattan,Little Italy,Apartment,Entire home/apt,2,1,2,135,4.90527477843843
Manhattan,Harlem,Apartment,Private room,1,1.5,1,65,4.174387269895637
Manhattan,Midtown,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,2,99,4.59511985013459
Staten Island,Tompkinsville,House,Private room,1,1,1,38,3.6375861597263857
Staten Island,Tompkinsville,House,Private room,1,1,1,38,3.6375861597263857
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,170,5.135798437050262
Staten Island,Tompkinsville,House,Private room,1,1,1,37,3.6109179126442243
Manhattan,East Village,House,Entire home/apt,0,1,1,175,5.1647859739235145
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,1,205,5.3230099791384085
Brooklyn,Greenpoint,House,Entire home/apt,2,2,2,285,5.652489180268651
Manhattan,Gramercy,Apartment,Private room,1,1,1,103,4.634728988229636
Staten Island,Tompkinsville,Apartment,Private room,1,1,1,38,3.6375861597263857
Queens,Astoria,Guest suite,Entire home/apt,1,1,2,129,4.859812404361672
Manhattan,Battery Park City,Apartment,Entire home/apt,2,2,4,195,5.272999558563747
Brooklyn,Kensington,Apartment,Private room,1,1,1,39,3.6635616461296463
Brooklyn,Park Slope,Apartment,Private room,1,2,1,60,4.0943445622221
Bronx,Clason Point,House,Private room,1,1,2,90,4.499809670330265
Bronx,Eastchester,Apartment,Entire home/apt,1,1,2,110,4.700480365792417
Brooklyn,Bedford-Stuyvesant,Townhouse,Entire home/apt,1,1,3,135,4.90527477843843
Manhattan,East Village,House,Entire home/apt,2,2,4,390,5.966146739123692
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,70,4.248495242049359
Manhattan,Inwood,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,East Village,Apartment,Entire home/apt,1,1,1,200,5.298317366548036
Brooklyn,Crown Heights,Townhouse,Private room,1,1,3,100,4.605170185988092
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Crown Heights,House,Private room,1,1,1,60,4.0943445622221
Manhattan,East Village,Apartment,Private room,1,1,1,68,4.219507705176107
Brooklyn,Bedford-Stuyvesant,Apartment,Private room,1,1,2,36,3.58351893845611
Brooklyn,Bedford-Stuyvesant,House,Private room,2,1.5,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,60,4.0943445622221
Manhattan,East Village,Apartment,Entire home/apt,2,1,2,129,4.859812404361672
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,4,130,4.867534450455582
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,95,4.553876891600541
Manhattan,Harlem,Apartment,Private room,1,1,1,75,4.31748811353631
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,1,175,5.1647859739235145
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,2,1,2,190,5.247024072160486
Manhattan,East Village,Loft,Entire home/apt,0,1,2,212,5.356586274672012
Manhattan,Lower East Side,Apartment,Private room,1,1,1,95,4.553876891600541
Manhattan,Harlem,Apartment,Entire home/apt,2,1,4,135,4.90527477843843
Brooklyn,Park Slope,Apartment,Entire home/apt,1,1,3,150,5.0106352940962555
Brooklyn,Gowanus,Apartment,Entire home/apt,1,1,3,190,5.247024072160486
Manhattan,East Harlem,Apartment,Entire home/apt,1,1.5,1,124,4.820281565605037
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,135,4.90527477843843
Manhattan,Harlem,Apartment,Private room,1,1,1,122,4.804021044733257
Manhattan,Upper West Side,Apartment,Private room,1,1,1,109,4.6913478822291435
Manhattan,Harlem,Apartment,Private room,1,1,1,85,4.442651256490317
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,199,5.293304824724492
Brooklyn,Carroll Gardens,Apartment,Entire home/apt,3,1,4,250,5.521460917862246
Brooklyn,Greenpoint,Apartment,Private room,1,1,2,125,4.8283137373023015
Manhattan,Little Italy,Loft,Entire home/apt,3,1,6,575,6.354370040797351
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Manhattan,Inwood,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,East Village,Apartment,Private room,1,1,1,65,4.174387269895637
Brooklyn,Red Hook,House,Entire home/apt,2,2,2,155,5.043425116919247
Manhattan,East Village,Apartment,Entire home/apt,3,2,6,500,6.214608098422191
Manhattan,Washington Heights,Apartment,Entire home/apt,2,1,4,265,5.579729825986222
Manhattan,Chinatown,Condominium,Entire home/apt,1,1,1,130,4.867534450455582
Manhattan,West Village,Condominium,Entire home/apt,1,1,2,200,5.298317366548036
Brooklyn,Greenpoint,Loft,Entire home/apt,1,1,2,229,5.43372200355424
Bronx,Kingsbridge,Apartment,Entire home/apt,1,1,1,105,4.653960350157523
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,2,110,4.700480365792417
Brooklyn,Greenpoint,Apartment,Private room,1,1,1,59,4.07753744390572
Manhattan,Upper West Side,Apartment,Private room,1,1,1,60,4.0943445622221
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,195,5.272999558563747
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,169,5.1298987149230735
Manhattan,East Harlem,Apartment,Entire home/apt,1,1,2,113,4.727387818712341
Queens,Astoria,Apartment,Entire home/apt,1,1,2,115,4.74493212836325
Manhattan,Harlem,Apartment,Entire home/apt,2,1,1,149,5.003946305945459
Brooklyn,Greenpoint,Apartment,Entire home/apt,1,1,1,75,4.31748811353631
Brooklyn,Williamsburg,Apartment,Private room,1,1,1,53,3.970291913552122
Manhattan,Lower East Side,Apartment,Entire home/apt,1,1,2,150,5.0106352940962555
Brooklyn,South Slope,Apartment,Entire home/apt,2,1,1,169,5.1298987149230735
Brooklyn,Greenpoint,Boutique hotel,Hotel room,1,1,2,179,5.187385805840755
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,150,5.0106352940962555
Brooklyn,Boerum Hill,House,Entire home/apt,2,2.5,2,135,4.90527477843843
Manhattan,East Village,Apartment,Private room,1,1.5,1,65,4.174387269895637
Brooklyn,Greenpoint,Boutique hotel,Hotel room,1,1,2,349,5.855071922202427
Brooklyn,Greenpoint,Boutique hotel,Private room,1,1,2,349,5.855071922202427
Brooklyn,Park Slope,Townhouse,Entire home/apt,3,1.5,5,165,5.10594547390058
Brooklyn,Greenpoint,Boutique hotel,Private room,1,1,2,249,5.517452896464707
Brooklyn,Brooklyn Heights,Apartment,Private room,1,1,1,100,4.605170185988092
Brooklyn,Brooklyn Heights,Apartment,Entire home/apt,2,1,1,200,5.298317366548036
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,169,5.1298987149230735
Brooklyn,Bedford-Stuyvesant,Townhouse,Entire home/apt,2,1,4,185,5.220355825078324
Brooklyn,Bushwick,Apartment,Entire home/apt,1,1,4,65,4.174387269895637
Brooklyn,Fort Greene,Apartment,Entire home/apt,2,1,1,130,4.867534450455582
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,225,5.41610040220442
Brooklyn,Greenpoint,Boutique hotel,Hotel room,1,1,4,179,5.187385805840755
Brooklyn,Crown Heights,Apartment,Entire home/apt,3,1.5,5,150,5.0106352940962555
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,159,5.0689042022202315
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,2,199,5.293304824724492
Manhattan,East Harlem,Apartment,Private room,1,1,1,69,4.23410650459726
Manhattan,East Village,Apartment,Entire home/apt,1,1,2,124,4.820281565605037
Brooklyn,Bedford-Stuyvesant,House,Entire home/apt,1,1,1,90,4.499809670330265
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,2,1,4,120,4.787491742782046
Queens,Astoria,Apartment,Private room,1,1,2,80,4.382026634673881
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,2,100,4.605170185988092
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,4,175,5.1647859739235145
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1.5,1,120,4.787491742782046
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,1,140,4.941642422609304
Brooklyn,Bedford-Stuyvesant,Loft,Entire home/apt,2,1,4,200,5.298317366548036
Brooklyn,Clinton Hill,Condominium,Private room,1,1.5,2,165,5.10594547390058
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,130,4.867534450455582
Manhattan,East Harlem,Apartment,Shared room,1,1,1,60,4.0943445622221
Brooklyn,Fort Greene,Apartment,Entire home/apt,0,1,1,123,4.812184355372417
Manhattan,Washington Heights,Apartment,Private room,1,1,1,67,4.204692619390966
Brooklyn,Gowanus,Apartment,Entire home/apt,1,1,1,130,4.867534450455582
Manhattan,Chelsea,Apartment,Entire home/apt,1,1,2,279,5.631211781821365
Brooklyn,Williamsburg,Apartment,Entire home/apt,3,2,2,100,4.605170185988092
Manhattan,Upper West Side,Apartment,Entire home/apt,1,1,1,212,5.356586274672012
Brooklyn,Williamsburg,Apartment,Entire home/apt,1,1,2,105,4.653960350157523
Brooklyn,Greenpoint,Boutique hotel,Private room,2,1,4,599,6.395261598115449
Queens,Rockaway Beach,Apartment,Private room,1,1,1,70,4.248495242049359
Brooklyn,Crown Heights,Apartment,Entire home/apt,1,1,1,68,4.219507705176107
Manhattan,Harlem,Apartment,Private room,1,1,1,59,4.07753744390572
Manhattan,Harlem,Apartment,Private room,1,1.5,1,60,4.0943445622221
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,2,135,4.90527477843843
Brooklyn,Greenpoint,House,Entire home/apt,1,1,2,175,5.1647859739235145
Manhattan,Upper West Side,Apartment,Entire home/apt,0,1,1,120,4.787491742782046
Manhattan,Midtown,Loft,Entire home/apt,0,1,2,120,4.787491742782046
Brooklyn,Crown Heights,Apartment,Entire home/apt,3,1,1,165,5.10594547390058
Manhattan,Harlem,Apartment,Private room,1,1,1,90,4.499809670330265
Manhattan,Upper East Side,Apartment,Entire home/apt,1,1,2,225,5.41610040220442
Brooklyn,Fort Greene,House,Private room,1,1,1,95,4.553876891600541
Brooklyn,Fort Greene,Apartment,Private room,1,1,1,90,4.499809670330265
Brooklyn,Crown Heights,Apartment,Private room,1,1,1,55,4.007333185232471
Manhattan,Hell's Kitchen,Apartment,Private room,1,1,1,95,4.553876891600541
Brooklyn,South Slope,House,Entire home/apt,3,2,2,199,5.293304824724492
Manhattan,Lower East Side,Apartment,Entire home/apt,2,1,1,211,5.351858133476067
Manhattan,Harlem,Apartment,Private room,1,1,1,65,4.174387269895637
Manhattan,Harlem,Apartment,Entire home/apt,2,1,2,99,4.59511985013459
Queens,Astoria,Apartment,Entire home/apt,1,1,1,110,4.700480365792417
Manhattan,Harlem,Apartment,Entire home/apt,0,1,2,113,4.727387818712341
Brooklyn,Crown Heights,House,Entire home/apt,1,1,1,80,4.382026634673881
Brooklyn,Brooklyn Heights,Apartment,Entire home/apt,1,1,1,100,4.605170185988092
Brooklyn,Bedford-Stuyvesant,Apartment,Entire home/apt,2,1,2,102,4.624972813284271
